Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,OverTime_Yes,Position_Human Resources - Manager,Position_Research & Development - Healthcare Representative,Position_Research & Development - Laboratory Technician,Position_Research & Development - Manager,Position_Research & Development - Manufacturing Director,Position_Research & Development - Research Director,Position_Research & Development - Research Scientist,Position_Sales - Manager,Position_Sales - Sales Executive,Position_Sales - Sales Representative,Attrition
33,15,3,1,2,1,2638,3,14,2,0,2,3,9,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
29,1,4,4,4,1,2609,7,11,4,0,3,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
52,1,4,1,4,4,7754,0,17,4,1,2,3,31,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
30,3,3,3,1,1,11040,2,16,2,1,2,3,21,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,5,4,4,2,4,19197,7,14,4,1,3,3,22,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
31,10,4,4,2,3,8634,4,14,1,0,2,2,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
48,9,2,1,2,4,4880,4,14,3,0,0,3,13,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
32,4,3,3,1,4,6307,5,14,2,0,1,3,15,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,6,3,2,2,4,12358,0,14,1,2,2,3,18,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
37,2,3,1,1,3,11730,5,14,4,1,5,3,3,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
33,28,2,1,2,1,1292,1,12,2,0,2,2,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
32,20,3,3,2,1,2446,4,14,2,0,3,2,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
45,1,4,1,2,4,13025,6,12,4,1,2,3,21,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False
33,7,3,4,2,1,8194,4,11,1,0,2,3,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
35,6,4,2,3,3,2169,1,23,1,0,4,3,1,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
33,6,4,1,1,3,2894,7,14,1,0,4,3,27,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
34,11,1,3,2,1,2445,1,14,3,0,0,3,2,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
31,17,4,3,2,1,2252,5,16,1,0,3,2,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
31,5,3,1,3,4,4138,3,19,3,1,1,2,8,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
59,8,4,2,4,4,9271,2,11,1,1,2,3,6,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
21,3,3,3,1,3,2861,4,16,2,1,4,3,3,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
56,18,3,1,2,1,3692,1,12,1,1,2,3,18,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
42,9,1,1,1,2,11667,5,12,4,0,4,3,11,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
39,11,3,2,2,1,2775,0,17,1,0,2,3,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
40,1,3,1,2,1,5446,0,16,3,1,3,4,22,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
39,9,4,4,2,4,6038,1,11,4,1,3,2,6,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,5,3,4,1,3,3025,3,12,3,0,4,2,3,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
53,5,3,2,2,1,8853,3,15,2,1,2,3,2,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
50,9,3,3,3,1,4516,4,12,2,1,2,3,9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
47,23,2,3,2,4,9364,1,15,4,0,2,2,23,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
31,13,3,3,2,4,7026,1,12,4,3,2,3,6,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
31,16,4,1,1,2,8033,0,12,3,0,0,2,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
51,10,3,4,3,2,7025,4,15,1,0,1,3,7,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,7,4,4,3,3,3299,3,14,4,0,3,3,3,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
25,3,1,3,3,2,3126,4,14,4,0,2,3,2,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
30,2,1,4,4,4,4005,4,14,3,0,2,3,17,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
44,6,1,1,1,3,6906,0,17,4,1,3,2,7,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
30,7,3,1,2,1,2615,3,12,3,0,2,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
34,3,1,3,4,1,2037,4,12,2,0,3,3,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
29,2,4,3,2,3,2251,1,14,4,0,3,2,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
35,2,3,1,2,3,2841,1,18,4,0,2,3,5,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
54,6,5,4,3,4,19999,6,16,2,1,1,3,21,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
33,16,3,3,3,1,1735,4,12,3,1,3,3,1,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
43,24,4,1,1,2,2746,4,11,4,1,4,2,7,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,17,1,3,2,1,1700,9,12,4,0,3,3,1,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
51,6,4,4,1,1,4123,3,19,4,1,2,3,14,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
34,4,4,1,2,4,10884,6,16,2,0,4,3,2,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
31,4,4,3,4,2,2707,0,18,3,0,0,2,6,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
31,18,3,4,2,1,10607,2,14,1,1,4,3,2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
53,11,3,4,3,4,6689,4,15,1,1,2,3,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
39,3,3,3,2,2,3194,4,15,3,0,4,3,2,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False
32,2,3,2,4,3,2625,0,14,1,1,4,3,2,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
24,7,1,2,3,1,6019,1,12,2,0,2,3,3,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
32,21,4,3,2,1,10440,5,14,4,1,0,2,7,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
32,6,2,3,3,3,1424,4,11,4,0,2,3,19,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
33,1,2,4,2,1,10964,0,15,2,0,2,2,17,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
29,9,3,1,3,3,1524,3,15,2,0,0,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
43,22,2,2,1,1,4750,2,16,4,1,2,3,8,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
31,19,4,3,3,3,5495,0,14,2,0,4,3,19,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
29,19,2,4,2,1,1914,0,22,1,0,2,3,6,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
40,2,2,2,2,1,4763,4,14,1,0,2,2,18,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
28,7,4,3,1,1,4928,2,13,4,1,2,3,12,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
37,2,4,3,1,4,10133,2,14,4,1,2,3,22,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
34,8,2,3,3,1,2488,1,14,2,0,2,3,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
47,5,5,3,4,4,3349,5,11,4,0,2,3,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
32,16,1,3,2,1,2492,1,12,4,0,2,2,18,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
39,17,4,4,3,4,12804,3,11,4,1,3,4,31,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
35,7,3,2,2,4,8937,3,15,1,0,2,3,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
31,2,3,4,2,1,1641,9,12,1,0,4,2,15,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
31,15,3,2,2,4,2598,4,13,1,0,2,3,1,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True
50,11,4,2,3,1,4813,4,11,4,1,2,2,15,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
53,3,3,3,3,1,5044,4,11,2,0,2,2,10,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
34,7,3,4,2,2,11441,4,14,3,0,2,4,9,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
23,3,3,3,2,1,2248,0,12,1,1,4,3,3,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
35,2,2,4,2,1,4778,4,19,4,1,3,3,33,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
26,10,2,3,3,2,2442,4,11,3,0,2,2,3,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
35,8,4,2,1,2,6300,7,13,4,0,3,1,6,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
35,14,4,2,3,1,2839,6,11,2,1,2,3,3,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
56,7,4,3,3,1,2164,4,13,1,0,3,3,11,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
36,14,3,2,2,2,3396,5,12,1,0,2,2,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
32,29,4,3,1,1,3717,0,22,4,2,4,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
39,15,4,3,2,4,6861,1,14,1,0,4,2,5,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
33,17,3,1,2,1,3555,0,17,3,0,0,3,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
33,18,4,1,2,2,2115,0,13,1,0,2,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
30,9,3,4,2,1,10549,5,13,1,0,1,3,2,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
31,12,3,1,3,1,2590,4,12,3,0,2,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
37,28,3,3,2,1,1824,4,14,1,0,0,2,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
32,19,4,1,2,1,12150,3,12,2,0,4,2,9,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
35,16,3,4,3,1,2303,0,19,3,0,3,2,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
33,6,4,1,4,4,4385,2,14,1,2,2,3,19,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False
33,7,3,3,2,1,2981,0,14,2,0,3,3,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
43,22,1,2,2,1,3534,7,14,4,0,4,3,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,10,3,1,4,1,2825,0,12,3,0,4,3,21,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
46,3,3,2,1,2,8664,7,15,2,0,0,3,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
35,7,3,4,1,1,2621,7,13,4,1,3,4,8,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
38,3,3,4,2,4,4868,2,14,4,0,3,2,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
28,1,3,3,3,4,3860,2,11,2,2,5,3,8,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
47,8,3,2,3,4,7299,9,14,4,2,4,3,17,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False
28,8,3,3,1,2,2415,7,11,2,1,2,2,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
30,5,3,1,4,4,7967,0,12,1,0,4,2,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
30,18,2,2,2,1,4701,4,14,3,0,4,3,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
36,18,1,1,2,1,2487,1,11,2,1,2,2,2,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
33,5,3,4,2,4,2010,4,17,3,0,2,3,9,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
28,3,4,4,4,1,2746,1,13,4,1,4,3,7,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
31,2,1,1,2,4,2102,0,15,4,0,2,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
25,1,4,1,3,2,3434,7,11,3,0,2,3,2,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
35,3,3,3,3,3,19326,4,11,1,2,2,3,6,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
28,4,3,3,3,1,19529,9,21,2,0,2,2,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
34,2,4,4,4,4,7626,4,14,4,0,2,4,6,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
33,6,4,3,3,1,2390,0,18,2,1,2,3,1,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
56,7,4,3,4,3,19999,9,14,4,0,2,3,33,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
30,11,2,4,3,1,9961,4,14,4,0,4,4,18,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
31,13,1,2,2,1,6337,3,12,2,0,1,2,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
39,3,4,2,4,4,5245,1,20,1,0,2,3,11,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
27,2,4,3,2,4,2351,1,14,4,0,4,3,11,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
50,9,2,1,3,3,8360,1,16,4,0,2,3,2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
31,8,2,3,2,1,2513,7,11,1,0,4,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
34,28,3,1,2,1,2255,4,14,3,0,5,2,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
31,4,2,3,2,1,3769,4,11,2,0,3,3,2,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
32,8,3,1,2,3,2175,2,14,2,1,4,3,2,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
35,10,4,2,4,4,7778,4,14,4,0,3,3,10,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
33,24,3,1,2,2,2184,4,12,1,0,3,2,2,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
27,2,4,3,3,4,6123,4,12,1,0,0,3,4,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
33,8,2,4,2,1,3435,7,14,1,3,5,4,1,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
41,23,3,3,2,4,9018,0,16,4,2,0,3,12,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
32,4,2,2,2,1,5190,5,12,3,1,4,3,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
32,5,1,4,4,2,2183,1,12,4,1,2,3,6,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,24,2,3,2,1,2364,4,11,4,0,4,1,4,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
33,9,2,3,2,4,1892,6,13,1,2,4,2,1,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
32,3,2,3,2,1,1561,2,11,4,0,3,3,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
50,23,3,1,2,1,10686,2,14,1,0,2,2,14,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
34,10,4,3,2,4,4236,0,14,4,0,3,3,10,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
30,17,3,3,1,4,8450,4,11,4,1,4,3,9,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
30,2,4,4,2,4,6527,3,14,4,2,4,3,5,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
27,5,3,2,2,1,2507,4,11,2,0,2,3,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
29,1,4,1,2,4,3154,1,12,4,1,3,2,5,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False
35,7,1,2,2,3,2404,4,13,2,1,2,2,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
29,4,2,1,1,1,4923,8,11,2,1,5,3,4,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
33,7,4,4,1,4,3834,7,11,4,1,3,3,6,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
33,6,3,4,3,3,3720,5,11,1,0,2,1,12,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
58,17,4,1,3,3,6133,0,19,1,0,3,3,4,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
32,4,3,3,2,1,5235,4,15,3,0,3,3,2,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
41,9,3,3,3,4,4806,6,14,2,2,2,3,2,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
41,7,4,3,3,3,12376,4,16,2,0,1,3,21,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
43,6,2,3,4,1,4887,0,14,2,0,0,2,6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
33,2,4,2,2,1,11338,3,14,1,0,2,2,17,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
30,6,4,3,2,4,7124,4,21,4,1,2,4,3,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
