Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,OverTime_Yes,Position_Human Resources - Manager,Position_Research & Development - Healthcare Representative,Position_Research & Development - Laboratory Technician,Position_Research & Development - Manager,Position_Research & Development - Manufacturing Director,Position_Research & Development - Research Director,Position_Research & Development - Research Scientist,Position_Sales - Manager,Position_Sales - Sales Executive,Position_Sales - Sales Representative,Attrition
29,15,2,4,2,3,4193,0,12,4,0,3,3,9,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
31,26,1,1,3,3,2911,1,17,4,1,1,2,5,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
34,19,2,2,3,4,2661,0,11,3,1,2,3,2,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
28,24,3,3,2,3,2028,5,14,2,0,4,3,4,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
29,21,4,2,4,1,9980,1,11,3,1,1,3,10,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
32,5,2,1,4,2,3298,0,12,4,2,5,2,6,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
22,16,2,4,4,4,2935,1,13,2,2,2,2,1,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
53,2,4,1,2,4,15427,2,16,3,0,3,3,25,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
38,2,3,4,3,4,3944,5,11,3,0,3,3,3,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
24,11,2,1,4,3,4011,0,18,4,1,5,2,4,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36,9,4,3,2,1,3407,7,23,2,0,4,3,5,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
34,7,4,1,3,2,11994,0,11,3,0,4,3,12,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
21,15,2,3,3,4,1232,1,14,4,0,6,3,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
34,6,1,2,3,1,2960,2,11,3,0,2,3,4,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
53,5,3,3,3,3,19094,4,11,4,1,3,2,14,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
32,16,1,2,1,1,3919,1,22,2,0,5,3,10,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
42,8,4,3,3,2,6825,0,11,4,1,2,3,9,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
44,7,4,1,2,4,10248,3,14,4,1,4,3,22,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
46,2,4,2,3,1,18947,3,12,4,0,2,2,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
33,2,3,3,3,4,2496,4,11,4,0,3,3,1,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
44,10,4,4,3,4,6465,2,13,4,0,5,4,4,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False
30,9,2,4,2,3,2206,1,13,1,0,5,3,10,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
39,5,3,4,3,4,2086,3,14,3,1,6,4,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
24,1,3,2,3,4,2293,2,16,1,1,2,2,2,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
43,2,2,4,4,3,2645,1,12,4,2,3,2,5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
50,3,2,1,2,3,2683,1,14,3,0,2,3,3,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True
35,2,3,4,3,4,2014,1,13,1,0,3,3,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
36,5,4,2,2,1,3419,9,14,4,1,3,4,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
33,1,3,3,4,1,5376,2,19,1,2,3,3,5,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
35,4,2,3,3,4,1951,1,12,3,1,3,3,1,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
27,2,4,4,3,1,2341,1,13,4,1,6,3,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
26,25,3,1,1,3,2293,1,12,3,0,2,2,1,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
27,8,3,4,3,3,8726,1,15,4,0,0,3,9,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
30,1,2,3,3,4,4011,1,23,4,0,2,3,12,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
41,12,3,2,3,3,19545,1,12,4,0,0,3,22,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
34,23,4,2,3,3,4568,0,20,3,0,2,3,9,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
37,19,2,2,3,2,3022,4,21,1,0,1,3,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
46,5,4,1,3,4,5772,4,21,3,0,4,3,9,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
35,8,1,4,4,4,2269,1,19,4,0,2,3,1,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
48,1,2,1,2,3,5381,9,13,4,0,2,3,1,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
28,5,4,3,3,3,3441,1,13,3,0,3,2,2,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True
44,1,5,2,3,1,5454,5,21,3,1,2,2,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
35,11,2,3,2,1,9884,2,13,3,1,3,3,4,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
26,23,3,3,2,4,4157,7,19,3,1,2,2,2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
33,1,2,1,3,4,13458,1,12,3,0,1,3,15,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
35,18,5,2,3,1,9069,1,22,4,1,3,2,9,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
35,23,4,3,3,1,4014,3,15,3,1,3,3,2,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
31,7,4,4,3,4,5915,3,22,4,1,3,2,7,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
37,1,4,1,2,3,5993,1,18,3,1,2,4,7,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
32,1,3,1,3,4,6162,1,22,2,1,3,3,9,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
38,29,5,4,3,4,2406,1,11,4,0,2,3,10,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
50,7,2,2,2,3,18740,5,12,4,1,2,2,27,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
59,25,3,1,3,1,7637,7,11,4,0,3,2,21,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36,8,3,3,3,3,10096,1,13,2,3,2,3,17,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
55,8,3,4,3,3,14756,2,14,3,3,2,3,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
36,11,3,2,2,2,6499,1,13,3,0,3,3,6,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
45,7,3,2,3,1,9724,2,17,3,1,2,3,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
35,1,3,2,3,1,2194,4,13,4,1,2,2,3,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
36,9,3,4,2,3,3388,0,17,1,1,0,2,1,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
59,1,1,1,2,3,5473,7,11,4,0,2,2,4,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29,2,3,3,3,2,2703,0,23,4,1,3,3,5,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
31,1,4,3,3,2,2501,1,17,2,0,4,3,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
32,1,3,2,3,2,6220,1,17,2,2,3,3,10,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
36,6,3,2,4,4,3038,3,12,2,0,3,3,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
31,8,4,3,3,4,4424,1,23,4,0,2,3,11,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
35,1,4,3,2,1,4312,0,14,2,0,2,3,15,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
45,6,4,4,3,1,13245,4,14,2,0,3,4,0,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False
37,7,4,1,3,3,13664,4,13,1,0,3,4,5,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
46,5,2,2,3,2,5021,8,22,4,1,2,3,4,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
30,1,1,4,2,4,5126,1,12,3,2,1,2,10,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
35,1,3,2,2,3,2859,1,18,1,0,3,3,6,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
55,1,2,1,3,4,10239,3,14,4,1,4,3,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
38,6,3,2,1,4,5329,7,12,4,3,3,3,13,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
34,1,2,1,3,2,4325,1,15,3,0,2,3,5,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
56,7,3,4,1,4,7260,4,11,1,0,3,2,6,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
23,2,1,3,3,1,2322,3,13,3,1,3,3,0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
51,9,4,4,3,4,2075,3,23,2,2,4,3,4,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
30,2,3,3,2,4,4152,1,19,1,3,3,3,11,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
46,9,2,3,2,4,9619,1,16,4,0,3,3,9,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
40,1,4,3,2,2,13503,1,22,4,1,3,2,22,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
51,21,4,3,3,4,5441,0,22,4,0,2,1,10,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
30,4,2,3,2,2,5209,1,12,2,3,4,2,11,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
46,1,3,3,2,1,10673,2,13,3,1,5,2,10,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
32,6,4,2,3,3,5010,1,16,1,0,0,3,11,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
54,2,4,1,3,3,13549,9,12,1,1,5,1,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
24,3,2,1,3,3,4999,0,21,1,1,2,2,3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
28,4,3,2,3,3,4221,1,15,2,0,3,4,5,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
58,10,4,4,3,3,13872,0,13,3,0,1,2,37,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
44,23,3,2,3,2,2042,4,12,3,1,3,4,3,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
37,6,4,3,3,1,2073,4,22,4,0,3,3,3,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
32,1,1,4,3,1,2956,1,13,4,0,2,3,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
20,6,3,4,2,4,2926,1,18,2,0,5,3,1,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
34,6,4,1,3,3,4809,1,14,3,0,3,3,16,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
37,2,2,3,2,4,5163,5,14,4,1,2,4,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
59,2,4,3,2,4,18844,9,21,4,1,3,3,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
50,1,3,1,3,2,18172,3,19,1,0,1,2,8,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
25,5,3,3,2,3,5744,1,11,4,0,1,3,6,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True
25,7,1,4,2,4,2889,1,11,3,2,2,3,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
22,15,3,2,3,4,2871,1,15,3,0,5,3,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
51,1,4,1,2,1,7484,3,20,3,0,1,2,13,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,7,3,1,1,3,6074,1,24,4,0,3,3,9,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
54,26,3,4,4,4,17328,2,12,3,0,3,3,5,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
24,18,1,2,3,3,2774,0,12,3,1,2,3,5,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
34,6,4,3,2,2,4505,6,15,3,1,3,3,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
37,3,3,3,3,4,7428,2,12,1,0,3,3,5,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
34,5,3,3,2,1,11631,2,12,4,0,6,3,11,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
36,11,2,2,3,4,9738,0,14,3,1,6,3,9,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
36,3,2,1,3,4,2835,5,22,1,1,2,3,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
43,26,2,3,3,4,16959,1,12,4,2,3,4,25,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
30,23,3,1,1,3,2613,1,25,3,3,2,2,10,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
33,22,2,3,3,2,6146,0,13,1,1,2,4,7,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
56,14,4,2,3,2,4963,9,18,1,3,2,3,5,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
51,6,3,1,3,3,19537,7,13,3,0,5,3,20,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
31,6,4,2,1,3,6172,4,18,2,0,3,2,7,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True
26,6,3,3,2,2,2368,1,19,3,0,3,2,5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
58,23,4,4,3,4,10312,1,12,4,1,3,2,40,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
19,22,1,4,3,3,1675,1,19,4,0,2,2,0,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True
22,2,1,3,3,4,2523,0,14,3,1,2,3,2,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
49,20,4,3,3,1,6567,1,14,3,0,2,2,15,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
43,28,3,2,4,3,4739,4,12,4,0,2,3,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
50,12,3,3,3,4,9208,4,11,4,0,3,3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
31,20,3,2,1,3,4559,3,11,3,1,2,3,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
41,9,1,3,3,3,8189,3,13,3,1,2,3,9,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
26,25,1,3,3,3,2942,1,23,4,1,3,3,8,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,6,2,2,3,2,4941,6,20,4,2,0,3,3,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
51,8,4,1,1,4,10650,2,15,4,0,2,3,4,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
39,4,4,4,2,3,5902,4,14,3,1,1,4,15,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
25,28,3,1,2,3,8639,2,18,4,0,3,3,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
30,9,3,3,3,4,6347,0,19,4,0,2,1,11,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
32,9,3,1,3,1,4200,7,22,1,0,2,4,5,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
45,29,3,3,3,4,3452,5,13,2,0,2,2,6,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
38,3,5,4,3,3,4317,3,20,2,0,2,3,3,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
30,18,3,1,3,3,2632,1,14,3,0,4,2,5,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
32,9,2,4,1,4,4668,0,17,4,3,2,4,8,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
30,5,3,4,3,1,3204,5,14,4,1,3,3,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
30,2,1,2,2,4,2720,0,13,4,0,3,3,5,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
41,10,3,4,2,1,17181,4,13,2,1,2,2,7,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
41,9,4,3,3,1,2238,2,21,4,1,2,3,5,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
19,3,1,2,3,2,1483,1,14,4,0,3,3,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
40,26,3,2,3,2,5605,1,11,1,1,2,3,20,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
35,1,5,3,3,2,7295,1,13,1,2,3,3,10,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
53,6,2,2,3,3,2306,2,20,4,1,3,1,7,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
45,9,3,2,3,2,2348,8,18,3,1,2,1,17,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
32,8,3,2,3,4,8998,1,14,4,0,2,3,9,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29,1,1,4,3,3,4319,1,13,1,1,1,3,10,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
51,7,4,2,2,3,6132,2,17,3,0,2,3,1,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
58,9,3,2,2,2,3346,4,20,2,1,3,2,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
40,4,4,3,2,4,10855,7,11,1,1,2,2,12,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
34,2,4,3,3,3,2231,6,18,4,1,3,3,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
22,19,1,3,3,4,2323,1,24,1,2,6,3,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
27,9,3,4,3,2,2024,6,18,4,1,1,1,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
28,21,3,3,3,4,2713,1,11,3,1,2,1,5,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
57,24,2,3,4,4,9439,3,16,2,1,2,1,5,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
27,3,3,3,2,3,2566,1,15,4,1,2,2,1,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
50,11,3,3,3,2,19926,3,15,2,0,5,3,5,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
41,14,3,1,3,3,2451,4,12,1,1,2,3,9,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
30,5,3,2,3,4,9419,2,12,3,1,2,3,10,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
38,1,4,1,2,4,8686,4,22,3,0,2,4,8,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
32,6,5,3,3,3,3038,3,20,1,0,2,3,5,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
27,17,3,3,3,2,3058,0,16,4,1,3,2,5,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
19,1,1,3,1,1,2325,0,21,1,0,5,4,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
36,3,2,4,3,2,2088,4,12,3,0,3,2,8,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
30,9,3,3,3,1,3072,1,11,3,2,4,3,12,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
45,4,2,3,3,1,5006,4,11,1,1,3,4,5,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
56,8,3,3,3,1,4257,4,18,3,1,3,3,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
33,2,3,3,3,4,2500,0,14,1,0,2,4,3,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
19,2,3,2,2,4,1102,1,22,3,0,3,2,1,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
46,1,2,2,3,1,10453,1,25,3,3,2,3,24,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
38,9,2,3,3,4,2288,1,12,3,0,3,3,2,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
31,12,1,3,3,4,3929,8,23,3,1,0,3,4,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
34,27,2,4,3,2,2311,2,15,4,0,3,3,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
41,20,2,2,3,2,3140,1,22,4,0,5,2,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
50,1,3,3,2,3,3690,2,15,4,1,2,2,3,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
53,13,2,4,4,1,4450,1,11,3,2,3,3,4,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
33,14,3,4,3,2,2756,1,13,4,1,5,3,8,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
40,4,1,4,3,3,19033,1,14,2,1,2,3,20,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
55,14,4,3,4,2,18722,8,11,4,0,3,3,24,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
34,2,1,4,2,3,9547,1,17,3,0,2,2,10,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
51,3,3,4,3,2,13734,3,18,3,0,6,3,7,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
52,1,4,3,2,3,19999,0,14,1,1,5,3,33,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
